CODE_BARRES;NOM;MARQUE;CATEGORIE;ENERGIE_100G
3449865240898;Bâton de Berger Mini nature;Justin Bridou;Viandes et dérivés, Viandes, Charcuteries, Saucissons, Saucissons secs, Saucisses sèches, Saucissons secs pur porc, Mini-saucissons-secs;510.0
3250391918157;Crème légère;Pâturages;Produits laitiers, Crèmes, Crèmes UHT, Crèmes liquides, Crèmes légères;137.0
3266980373474;Mortadelle de Volaille aux olives;Réghalal;Viandes et dérivés, Viandes, Charcuteries, Charcuteries cuites, Mortadelle;194.0
7613035009011;P'TIT BRASSE poire;Nestlé,P'tit brassé,Nestlé bébé,bébé nestlé;Aliments pour bébé, Goûters et desserts pour bébé, Desserts lactés pour bébé, Dès 6 mois;106.0
3250390012924;Madeleines longues marbrées;Chabrior;Snacks, Snacks sucrés, Biscuits et gâteaux, Gâteaux, Gâteaux au chocolat, Madeleines, Madeleines au chocolat, Madeleines longues;418.0
3250392035037;Sucre spécial confiture;CHABRIOR;Édulcorants, Sucres, Sucres gélifiant;336.0
5411788045285;Maiswaffeln;Lima;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Céréales et dérivés, Pains, Galettes de céréales soufflées, Galettes de maïs soufflé, en:Groceries;384.0
3250391261406;Légumes pour pot au feu;Saint Eloi;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Surgelés, Légumes et dérivés, Aliments à base de plantes surgelés, Légumes surgelés, Mélanges d'aliments à base de plantes surgelés, Mélanges de légumes, Mélanges de légumes surgelés;36.0
220051069201;Filets de Poulet jaune;;Viandes et dérivés, Viandes, Poulet et dérivés, Volailles, Poulets, Filets de poulet;
3250390417781;Saumon à l'oseille;Claude Léger,Sélection des Mousquetaires,Les Mousquetaires, Odyssee;Produits de la mer, Poissons et dérivés, Poissons, Poissons gras, Surgelés, Plats préparés, Plats préparés au poisson, Plats au saumon, Saumons, Plats préparés surgelés, Plats préparés à réchauffer au micro-ondes, Saumon à l'oseille;123.0
3250390469216;Pavé de Saumon sauce oseille et riz;Claude Léger,Sélection Intermarché,Monique ranou;Produits de la mer, Poissons et dérivés, Poissons, Poissons gras, Plats préparés, Plats préparés au poisson, Plats à base de riz, Plats au saumon, Saumons, Plats préparés à réchauffer au micro-ondes;
3250390011569;Petits suisses Nature 2 x ( 2 x 60 g);Paturage;Produits laitiers, Produits fermentés, Desserts, Produits laitiers fermentés, Fromages, Desserts lactés, Desserts lactés fermentés, Petits suisses, Desserts lactés fermentés nature, Petits suisses nature, Fromages à la crème;132.0
8714100867006;Amora Mayonnaise Dijon Nature Œufs Français Flacon Souple 225g;Amora;Condiments, Sauces, Mayonnaises, Mayonnaises de Dijon, en:groceries;640.0
8714100867068;Amora Mayonnaise Dijon Nature Œufs Français - Format Familiale - Flacon - 450g;Amora;Condiments, Sauces, Mayonnaises, Mayonnaises de Dijon, Epicerie;613.0
3250392434823;Falafels pois chiches épinards & oignons;Monique Ranou,Intermarche, Veggie marche;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Alternatives à la viande, Réfrigérés, en:Refrigerated plant-based foods, Boulettes végétariennes, Falafels, Falafels réfrigérés;222.0
7622210439970;Milka Noisettes Entières;Milka,Mondelez;Snacks, Snacks sucrés, Cacao et dérivés, Chocolats, Chocolats au lait, Chocolats aux noisettes, Chocolats au lait aux noisettes;563.0
3250390320746;Purée de fruits pomme banane;Paquito,Intermarché;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Desserts, Aliments à base de fruits et de légumes, Fruits et produits dérivés, Compotes, Compotes de pomme, Compotes pommes banane, Compotes sans sucres;71.0
3700133900396;Jambon cuit supérieur avec couenne;MAISON VOISINE LE PORC FRANÇAIS;Viandes et dérivés, Viandes, Charcuteries, Jambons, Jambons blancs, Jambon cuit supérieur avec couenne;154.0
3250391558858;Confiture allégée Abricot (+15% gratis);Paquito;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Petit-déjeuners, Produits à tartiner, Pâtes à tartiner végétales, Produits à tartiner sucrés, Confitures et marmelades, Confitures, Confitures d'abricot, Confiture de fruits allégée en sucres;164.0
3250391710119;Vin Bordeaux Rouge Bio AOP Expert Club;Expert club,Intermarché;Boissons, Boissons alcoolisées, Vins, Vins français, Vins rouges, Bordeaux, Vin-bordeaux-rouge, Vin-bordeaux-rouge-bio-aop;
3229820793832;Kiwi Chou Kale Détox;Gayelord Hauser;Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Boissons aux fruits, Boissons sans sucre ajouté;43.0
3176586369002;La Raclette Classique;Richesmonts;Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Raclettes, Fromages en tranches;320.0
4017100256417;Pick Up! Fourré Lait 5x28G;Bahlsen;Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, Biscuits au chocolat, Biscuits au chocolat au lait, Biscuits tablette de chocolat, Biscuits tablette de chocolat au lait;516.0
3250390000846;Haricots verts;Saint eloi,Sélection des Mousquetaires,Les Mousquetaires;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Légumineuses et dérivés, Conserves, Aliments à base de fruits et de légumes, Légumineuses, Aliments à base de plantes en conserve, Légumes et dérivés, Légumes en conserve, Haricots verts, Légumineuses en conserve, Haricots verts en conserve;31.0
3250391455157;Mélange gourmand;Paquito;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Snacks, Céréales et pommes de terre, Aliments à base de fruits et de légumes, Snacks salés, Graines, Amuse-gueules, Céréales et dérivés, Fruits et produits dérivés, Céréales en grains, Produits déshydratés, Aliments à base de plantes séchées, Riz, Fruits secs, Mélanges de fruits secs, Mélanges de riz;480.0
3250391608041;Flammekueche;Itinéraire des Saveurs,intermarché;Plats préparés, Pizzas tartes salées et quiches, Tartes salées, Flammekueches, Tartes;239.0
3250392055172;Jambon de Bayonne;Itinéraire des Saveurs;Viandes et dérivés, Viandes, Charcuteries, Jambons, Jambons crus, Jambons secs, Jambons de Bayonne, en:raw-cured-ham;258.0
3119320006603;Coppa des Pyrénées;;Viandes et dérivés, Viandes, Charcuteries, Coppa;262.0
17247054;pignon de pin;vahiné;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Fruits à coques et dérivés, Fruits à coques, Pignons de pin;
3250390003281;Mélange pour pâtes et riz;Cigalou;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Condiments, Pâtes alimentaires, Epices, Mélanges d'épices, Pâtes de riz, en:Groceries;326.0
3250390510154;Cigalou Melange Couscous;Cigalou,Intermarché;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Condiments, Epices, Mélanges d'épices, en:Groceries;
3250390799696;Colombo;Cigalou;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Condiments, Epices, Mélanges d'épices, en:Groceries;
3250391465057;Épices barbecue;Cigalou,Intermarché;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Condiments, Epices, Mélanges d'épices, en:Groceries;173.0
3182180001996;Biscottes Sans sucres ajoutés Blé complet;Pasquier;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Pains, Biscottes, Biscottes complètes;384.0
8722700455141;Knorr Bouillon de Poule Offre Saisonnière 8 Capsules;Knorr,Unilever;Condiments, Sauces, Bouillons, Marmites de bouillon, Sauces à base d'extrait de levure, en:groceries;13.0
3410280076416;Crème dessert saveur Vanille;Top budget;Produits laitiers, Desserts, Desserts lactés, Crèmes dessert, Crèmes dessert rayon frais, Crèmes dessert vanille;
3410280026282;Pâte feuilletée;Top budget;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Céréales et dérivés, Pâtes à tarte, Pâtes feuilletées;345.0
3410280010748;Riz long incollable;Top budget;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Graines, Céréales et dérivés, Céréales en grains, Riz, Riz long grain;353.0
3250390815853;Frutimax Yaourt aux fruits (pêche, abricot, fraise, cerise, ananas, framboise)Colorants d'origine naturelle - Sans conservateur - Lait Français* hors protéines de lait;Pâturages;Produits laitiers, Produits fermentés, Desserts, Produits laitiers fermentés, Desserts lactés, Frais, Desserts lactés fermentés, Desserts lactés fermentés aux fruits, Yaourts, Yaourts aux fruits, Yaourts brassés, Yaourts sucrés, Yaourts brassés aux fruits, Yaourts aux fruits avec morceaux, Yaourts multifruits;
3257971080112;Eau Minérale Naturelle Mont Roucous;Mont roucous;Boissons, Eaux, Eaux de sources, Eaux minérales, Eaux minérales naturelles, Boissons sans sucre ajouté;0.0
3250392493769;L'essentiel - céréales billes chocolatées;Chabrior,Intermarché;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Petit-déjeuners, Céréales et pommes de terre, Céréales et dérivés, Céréales pour petit-déjeuner, Céréales au chocolat;385.0
3250392490614;Les mélanges bon & bon - céréales méditerranéennes;Saint eloi;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Graines, Céréales et dérivés, Plats préparés, Céréales en grains, Céréales préparées, Quinoa, Féculents;359.0
3250392489571;Pomme pink rose;Intermarché, Mon marche plaisir;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Fruits et produits dérivés, Fruits, Pommes, Fruits frais, Pommes fraîches;
3250392436032;Sainte-Marguerite saveur Citron;Sainte marguerite,Intermarché;Boissons, Boissons gazeuses, Eaux, Eaux de sources, Eaux minérales, Eaux gazeuses, Eaux aromatisées, Boissons sans sucre ajouté, Eaux minérales gazeuses, Eaux minérales gazeuses aromatisées;
3250392334536;Paturette;Pâturages;Produits laitiers, Desserts, Desserts lactés, Desserts au chocolat, Crèmes dessert, Crèmes dessert chocolat, Crèmes dessert rayon frais, Crèmes dessert chocolat réfrigérées;
3250392332709;Galettes bretonnes pur beurre;Chabrior;Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, Biscuits sablés;
3250392209759;Escalope cordon bleu 100% filets de poulet;Volae;Viandes et dérivés, Poulet et dérivés, Préparations de viande, Produits panés, Préparations au poulet, Cordons bleus, Chicken cordons bleus;198.0
3250392208530;Lasagnes à la Bolognaise;Monique ranou;Viandes et dérivés, Plats préparés, Plats à base de pâtes, Plats préparés à la viande, Lasagnes préparées, Plats au bœuf, Réfrigérés, en:Meat lasagnas, Plats préparés à réchauffer au micro-ondes, Plats préparés réfrigérés, Lasagnes à la bolognaise;472.0
3250391785278;Muesli crisp - Pépites croustillantes de céréales;Chabrior;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Petit-déjeuners, Céréales et pommes de terre, Céréales et dérivés, Céréales pour petit-déjeuner, Céréales au chocolat, Mueslis, Mueslis au chocolat, Céréales au caramel;459.0
3250391721542;Wok Thai Nouilles,légumes et crevettes;Itinéraire des Saveurs;Surgelés, Plats préparés, Plats préparés surgelés;100.0
3250391697946;Fines gaufrettes chocolat noisettes;Chabrior,Sélection des Mousquetaires,Les Mousquetaires;Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, Biscuits au chocolat, Gaufrettes, Gaufrettes fourrées, Gaufrettes fourrées au chocolat;494.0
3250391697915;Fines gaufrettes framboises;Chabrior,Sélection des Mousquetaires,Les Mousquetaires;Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, Gaufrettes, Gaufrettes fourrées, Gaufrettes fourrées aux fruits;361.0
3250391618620;Tagliatel F.mer;Monique ranou,Intermarché;Surgelés, Plats préparés, Plats préparés surgelés;126.0
3250391597659;Chips saveur jambon fumé;Bouton d'or;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Snacks, Céréales et pommes de terre, Snacks salés, Amuse-gueules, Chips et frites, Chips, Chips de pommes de terre, Chips de pommes de terre aromatisées, Chips de pommes de terre à l'huile de tournesol;159.0
3250391590629;miettes de thon;Odyssee;Produits de la mer, Poissons et dérivés, Conserves, Poissons, Poissons gras, Poissons en conserve, Thons, Thons en conserve, Thons à l'huile, Miettes de thon, Thons à l'huile de tournesol;
3250391532230;100% Pur Jus de Pomme BIO;Paquito;Aliments et boissons à base de végétaux, Boissons, Aliments d'origine végétale, Boissons à base de végétaux, Boissons aux fruits, Jus et nectars, Jus de fruits, Jus de fruits pur jus, Boissons sans sucre ajouté, Jus de pomme, Jus de pommes pur jus, Jus;46.0
3250391521609;Tableau d'honneur Chocolat Blanc;Chabrior,Intermarché;Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, Biscuits au chocolat, Petits beurres, Biscuits au chocolat blanc, Petit beurre au chocolat;505.0
3250391459926;Mélange céréales et légumes secs;Saint eloi;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Céréales et dérivés;361.0
3250391424528;Fond de veau;Bouton d'or;Condiments, Viandes et dérivés, Viande de bœuf et dérivés, Viandes, Bœuf, Produits déshydratés, Aides culinaires, Produits lyophilisés à reconstituer, Préparations de viande, Sauces, Préparations de viande bovine, Bouillons, Bouillons déshydratés, Sauces déshydratées, Fond de veau, en:groceries;
3250391418107;Riz complet 10 min;Saint eloi;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Graines, Céréales et dérivés, Céréales en grains, Riz, Riz complet;357.0
3250391417896;Plaisir Léger sans sucres à la réglisse;Elodie;Snacks, Snacks sucrés, Confiseries, Bonbons, Confiserie sans sucres;
3250391292066;Butter  moulé aux Cristaux de Sel de Guérande;Pâturages, Pâturages;Produits laitiers, Matières grasses, Produits à tartiner, Matières grasses à tartiner, Matières grasses animales, Matière grasse laitière, Produits laitiers à tartiner, Beurres, Beurres salés;713.0
3250391195633;Profiteroles;Pâturages;Produits laitiers, Snacks, Desserts, Snacks sucrés, Biscuits et gâteaux, Desserts lactés, Pâtisseries, Profiteroles;
3250390928171;Gratin Dauphinois au Jambon;Monique ranou;Plats préparés, Gratins, Gratins de pomme de terre, Plats préparés à réchauffer au micro-ondes, Gratins dauphinois;102.0
3250390730101;Confiture allégée cassis;Paquito;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Petit-déjeuners, Aliments à base de fruits et de légumes, Produits à tartiner, Fruits et produits dérivés, Pâtes à tartiner végétales, Produits à tartiner sucrés, Confitures et marmelades, Confitures, Confitures de fruits rouges, Confitures de cassis, Confiture de fruits allégée en sucres;170.0
